graph_id,n,vertex,coverage_fraction
n500_s500093,500,382,0.9899799599198397
n500_s500093,500,144,0.9939879759519038
n500_s500093,500,475,0.9218436873747495
n500_s500093,500,45,0.9939879759519038
n500_s500093,500,28,0.2725450901803607
n500_s500093,500,181,0.9859719438877755
n500_s500093,500,13,0.9819639278557114
n500_s500093,500,346,0.9899799599198397
n500_s500093,500,151,0.9919839679358717
n500_s500093,500,323,0.9238476953907816
n500_s500093,500,24,0.9679358717434869
n2000_s2000001,2000,63,0.6581581581581581
n2000_s2000001,2000,1549,0.7237237237237237
n2000_s2000001,2000,1100,0.6291291291291291
n2000_s2000001,2000,1299,0.6491491491491491
n2000_s2000001,2000,281,0.3943943943943944
n2000_s2000001,2000,1358,0.8358358358358359
n2000_s2000001,2000,534,0.6461461461461462
n2000_s2000001,2000,193,0.5740740740740741
n2000_s2000001,2000,1221,0.6831831831831832
n2000_s2000001,2000,581,0.8113113113113113
n2000_s2000001,2000,784,0.3998998998998999
n2000_s2000001,2000,1755,0.7217217217217218
n2000_s2000001,2000,1990,0.6391391391391391
n2000_s2000001,2000,1326,0.4114114114114114
n2000_s2000001,2000,1378,0.7272272272272272
n2000_s2000001,2000,1613,0.3638638638638639
n2000_s2000001,2000,215,0.8738738738738738
n2000_s2000001,2000,308,0.7442442442442443
n2000_s2000001,2000,1678,0.7267267267267268
n2000_s2000001,2000,1234,0.6001001001001001
n2000_s2000003,2000,879,0.7518759379689844
n2000_s2000003,2000,358,0.5812906453226613
n2000_s2000003,2000,864,0.7853926963481741
n2000_s2000003,2000,1082,0.8129064532266133
n2000_s2000003,2000,229,0.5647823911955978
n2000_s2000003,2000,1335,0.408704352176088
n2000_s2000003,2000,1344,0.8204102051025512
n2000_s2000003,2000,601,0.7158579289644822
n2000_s2000003,2000,424,0.7248624312156078
n2000_s2000003,2000,158,0.83991995997999
n2000_s2000003,2000,1237,0.5707853926963482
n2000_s2000003,2000,1720,0.8194097048524263
n2000_s2000003,2000,1520,0.8319159579789895
n2000_s2000003,2000,107,0.7138569284642321
n2000_s2000003,2000,1301,0.7588794397198599
n2000_s2000003,2000,1130,0.6558279139569785
n2000_s2000003,2000,1839,0.7803901950975488
n2000_s2000003,2000,762,0.5377688844422212
n2000_s2000003,2000,526,0.647823911955978
n2000_s2000003,2000,949,0.7958979489744873
n2000_s2000004,2000,1300,0.7055583375062594
n2000_s2000004,2000,818,0.7621432148222334
n2000_s2000004,2000,0,0.8878317476214321
n2000_s2000004,2000,1299,0.6154231347020531
n2000_s2000004,2000,1533,0.8177265898848273
n2000_s2000004,2000,1598,0.9028542814221332
n2000_s2000004,2000,1276,0.5938908362543815
n2000_s2000004,2000,233,0.8432648973460191
n2000_s2000004,2000,1346,0.7080620931397096
n2000_s2000004,2000,1321,0.885327991987982
n2000_s2000004,2000,1874,0.5533299949924887
n2000_s2000004,2000,876,0.7701552328492739
n2000_s2000004,2000,1220,0.6404606910365548
n2000_s2000004,2000,1757,0.6705057586379569
n2000_s2000004,2000,998,0.8527791687531296
n2000_s2000004,2000,7,0.7666499749624437
n2000_s2000004,2000,526,0.728592889334001
n2000_s2000004,2000,439,0.5017526289434151
n2000_s2000004,2000,65,0.5037556334501753
n2000_s2000004,2000,130,0.642964446670005
n2000_s2000005,2000,153,0.8
n2000_s2000005,2000,1890,0.737
n2000_s2000005,2000,1549,0.4155
n2000_s2000005,2000,1307,0.775
n2000_s2000005,2000,1636,0.5685
n2000_s2000005,2000,1706,0.805
n2000_s2000005,2000,1846,0.5485
n2000_s2000005,2000,1872,0.7805
n2000_s2000005,2000,1031,0.38
n2000_s2000005,2000,517,0.8515
n2000_s2000005,2000,124,0.8695
n2000_s2000005,2000,515,0.787
n2000_s2000005,2000,662,0.523
n2000_s2000005,2000,1950,0.7105
n2000_s2000005,2000,298,0.796
n2000_s2000005,2000,1223,0.6495
n2000_s2000005,2000,281,0.6235
n2000_s2000005,2000,1671,0.7375
n2000_s2000005,2000,504,0.836
n2000_s2000005,2000,571,0.7685
n2000_s2000007,2000,891,0.7078539269634817
n2000_s2000007,2000,1332,0.6608304152076038
n2000_s2000007,2000,1109,0.6008004002001001
n2000_s2000007,2000,1523,0.7108554277138569
n2000_s2000007,2000,172,0.7218609304652326
n2000_s2000007,2000,1774,0.6218109054527263
n2000_s2000007,2000,251,0.7398699349674838
n2000_s2000007,2000,708,0.7368684342171086
n2000_s2000007,2000,1513,0.2876438219109555
n2000_s2000007,2000,669,0.567783891945973
n2000_s2000007,2000,1859,0.4122061030515258
n2000_s2000007,2000,229,0.7023511755877939
n2000_s2000007,2000,1020,0.6398199099549775
n2000_s2000007,2000,1453,0.7718859429714857
n2000_s2000007,2000,178,0.662831415707854
n2000_s2000007,2000,784,0.5407703851925963
n2000_s2000007,2000,1200,0.5017508754377189
n2000_s2000007,2000,438,0.8364182091045522
n2000_s2000007,2000,593,0.8189094547273637
n2000_s2000007,2000,1418,0.8134067033516759
n2000_s2000008,2000,1245,0.8494247123561781
n2000_s2000008,2000,284,0.6568284142071036
n2000_s2000008,2000,207,0.8064032016008004
n2000_s2000008,2000,555,0.7478739369684843
n2000_s2000008,2000,1647,0.6838419209604802
n2000_s2000008,2000,1982,0.8319159579789895
n2000_s2000008,2000,968,0.6818409204602301
n2000_s2000008,2000,1468,0.5502751375687844
n2000_s2000008,2000,1777,0.6708354177088545
n2000_s2000008,2000,1545,0.5877938969484743
n2000_s2000008,2000,38,0.5157578789394698
n2000_s2000008,2000,735,0.6908454227113556
n2000_s2000008,2000,654,0.6548274137068534
n2000_s2000008,2000,1755,0.6068034017008505
n2000_s2000008,2000,759,0.8984492246123061
n2000_s2000008,2000,1531,0.3181590795397699
n2000_s2000008,2000,159,0.6058029014507254
n2000_s2000008,2000,117,0.599799899949975
n2000_s2000008,2000,1352,0.5502751375687844
n2000_s2000008,2000,140,0.576288144072036
n2000_s2000009,2000,525,0.7157157157157157
n2000_s2000009,2000,397,0.8083083083083084
n2000_s2000009,2000,937,0.7947947947947948
n2000_s2000009,2000,1334,0.7327327327327328
n2000_s2000009,2000,1338,0.7467467467467468
n2000_s2000009,2000,814,0.7552552552552553
n2000_s2000009,2000,205,0.7242242242242243
n2000_s2000009,2000,1138,0.5690690690690691
n2000_s2000009,2000,1495,0.8453453453453453
n2000_s2000009,2000,1317,0.6536536536536537
n2000_s2000009,2000,1183,0.6351351351351351
n2000_s2000009,2000,1451,0.7852852852852853
n2000_s2000009,2000,1724,0.6696696696696697
n2000_s2000009,2000,820,0.6231231231231231
n2000_s2000009,2000,1598,0.6441441441441441
n2000_s2000009,2000,1438,0.7047047047047047
n2000_s2000009,2000,1186,0.6051051051051051
n2000_s2000009,2000,1244,0.7482482482482482
n2000_s2000009,2000,318,0.8723723723723724
n2000_s2000009,2000,106,0.7017017017017017
n2000_s2000010,2000,1945,0.6361361361361362
n2000_s2000010,2000,543,0.7537537537537538
n2000_s2000010,2000,908,0.8613613613613613
n2000_s2000010,2000,750,0.8743743743743744
n2000_s2000010,2000,1070,0.576076076076076
n2000_s2000010,2000,201,0.6216216216216216
n2000_s2000010,2000,1251,0.7372372372372372
n2000_s2000010,2000,977,0.6381381381381381
n2000_s2000010,2000,1149,0.539039039039039
n2000_s2000010,2000,1271,0.7237237237237237
n2000_s2000010,2000,41,0.8328328328328328
n2000_s2000010,2000,1296,0.6356356356356356
n2000_s2000010,2000,832,0.7547547547547547
n2000_s2000010,2000,1147,0.6376376376376376
n2000_s2000010,2000,219,0.8458458458458459
n2000_s2000010,2000,903,0.7872872872872873
n2000_s2000010,2000,1580,0.8108108108108109
n2000_s2000010,2000,629,0.7257257257257257
n2000_s2000010,2000,1688,0.8388388388388388
n2000_s2000010,2000,907,0.5245245245245245
