system,n_edits,valid_pct,fallback_pct,first_try_pct,median_ms,mean_ms,mean_vertices,mean_retries
Full recompute,2025,94.8641975308642,0.0,100.0,3.537799988407641,5.6318267161187565,29.70320987654321,0.0
Fixed r=2,2025,94.8641975308642,58.0246913580247,0.14814814814814814,30.272600008174777,54.912575061999284,44.35358024691358,2.506172839506173
Majority r=0,2025,94.91358024691358,68.04938271604938,31.01234567901234,6.391899980371818,11.04762464234272,27.85037037037037,2.0508641975308644
RPI hop-shell,2025,94.91358024691358,67.60493827160494,31.45679012345679,48.33990000770427,99.16139071649171,27.959012345679014,2.0375308641975307
